Gender,Age,Height(cm),Weight(kg),Lifestyle,Exercise,Daily Calories Intake,Target,"How motivated are you for being healthy
(in %)",Body Mass Index (BMI),Basal Metabolic Rate (BMR),Type,Body Fat Percentage (BFP),Body Type,"Daily Calorie Need (Based on BMR and Exercise)
(in Calorie)","Total Daily Energy Expenditure (TDEE) (Based on BMR and Lifestyle)
(in Calorie)",Suggestion
0,60,164,78,0,3,2064,2,70,29.0,1554.19,2,32.4007,2,2681,2378,4
0,60,164,82,0,0,3053,0,71,30.49,1609.19,2,34.1854,3,1931,2462,0
0,60,164,86,0,1,3055,1,67,31.98,1664.19,2,35.97,3,2288,2546,0
0,60,164,90,0,2,2745,2,63,33.46,1719.19,2,37.7547,3,2665,2630,2
0,60,164,94,0,3,3030,0,91,34.95,1774.19,2,39.5393,3,3060,2715,3
0,60,164,98,0,0,2855,1,67,36.44,1829.19,2,41.324,3,2195,2799,1
0,60,164,102,0,1,2623,2,77,37.92,1884.19,2,43.1086,3,2591,2883,2
0,60,170,50,0,2,2342,0,73,17.3,1199.21,2,18.3612,0,1859,1835,1
0,60,170,54,0,3,1579,1,74,18.69,1254.21,2,20.0221,1,2164,1919,1
0,60,170,58,0,3,2665,2,70,20.07,1309.21,2,21.683,1,2258,2003,2
0,60,170,62,0,0,1899,0,64,21.45,1364.21,2,23.3439,1,1637,2087,0
0,60,170,66,0,1,2801,1,61,22.84,1419.21,2,25.0048,1,1951,2171,1
0,60,170,70,0,2,2399,2,74,24.22,1474.21,2,26.6657,1,2285,2256,2
0,60,170,74,0,3,2295,0,73,25.61,1529.21,2,28.3266,2,2638,2340,0
0,60,170,78,0,0,2036,1,95,26.99,1584.21,2,29.9875,2,1901,2424,2
0,60,170,82,0,1,2658,2,95,28.37,1639.21,2,31.6484,2,2254,2508,2
0,60,170,86,0,2,2547,0,68,29.76,1694.21,2,33.3093,2,2626,2592,0
0,60,170,90,0,3,2474,1,83,31.14,1749.21,2,34.9702,3,3017,2676,1
0,60,170,94,0,0,1960,2,92,32.53,1804.21,2,36.6311,3,2165,2760,4
0,60,170,98,0,1,2418,0,80,33.91,1859.21,2,38.292,3,2556,2845,3
0,60,170,102,0,2,3857,1,62,35.29,1914.21,2,39.9529,3,2967,2929,0
0,60,176,50,0,3,2417,2,79,16.14,1229.23,2,16.9698,0,2120,1881,2
0,60,176,54,0,0,1690,0,62,17.43,1284.23,2,18.5194,0,1541,1965,1
0,60,176,58,0,1,1537,1,64,18.72,1339.23,2,20.069,1,1841,2049,1
0,60,176,62,0,2,1642,2,74,20.02,1394.23,2,21.6186,1,2161,2133,2
0,60,176,66,0,3,2325,0,92,21.31,1449.23,2,23.1682,1,2500,2217,0
0,60,176,70,0,0,1979,1,67,22.6,1504.23,2,24.7178,1,1805,2301,1
0,60,176,74,0,1,2934,2,65,23.89,1559.23,2,26.2674,1,2144,2386,2
0,60,176,78,0,2,2977,0,68,25.18,1614.23,2,27.8169,2,2502,2470,0
0,60,176,82,0,3,3225,1,91,26.47,1669.23,2,29.3665,2,2879,2554,2
0,60,176,86,0,0,2638,2,86,27.76,1724.23,2,30.9161,2,2069,2638,2
0,60,176,90,0,1,2559,0,92,29.05,1779.23,2,32.4657,2,2446,2722,3
0,60,176,94,0,2,3070,1,66,30.35,1834.23,2,34.0153,3,2843,2806,1
0,60,176,98,0,3,2444,2,77,31.64,1889.23,2,35.5649,3,3259,2891,4
0,60,176,102,0,0,2231,0,63,32.93,1944.23,2,37.1145,3,2333,2975,0
0,60,182,50,0,1,1618,1,74,15.09,1259.25,2,15.7138,0,1731,1927,1
0,60,182,54,0,2,1589,2,88,16.3,1314.25,2,17.1629,0,2037,2011,4
0,60,182,58,0,3,2409,0,91,17.51,1369.25,2,18.612,0,2362,2095,1
0,60,182,62,0,0,2332,1,67,18.72,1424.25,2,20.0611,1,1709,2179,1
0,60,182,66,0,1,2037,2,60,19.93,1479.25,2,21.5102,1,2034,2263,2
0,60,182,70,0,2,3092,0,80,21.13,1534.25,2,22.9593,1,2378,2347,0
0,60,182,74,0,3,2138,1,72,22.34,1589.25,2,24.4084,1,2741,2432,1
0,60,182,78,0,0,2038,2,83,23.55,1644.25,2,25.8575,1,1973,2516,4
0,60,182,82,0,1,3198,0,91,24.76,1699.25,2,27.3066,1,2336,2600,0
0,60,182,86,0,2,2964,1,78,25.96,1754.25,2,28.7557,2,2719,2684,1
0,60,182,90,0,3,3870,2,88,27.17,1809.25,2,30.2048,2,3121,2768,2
0,60,182,94,0,0,2481,0,79,28.38,1864.25,2,31.6539,2,2237,2852,0
0,60,182,98,0,1,3406,1,73,29.59,1919.25,2,33.103,2,2639,2936,1
0,60,182,102,0,2,3091,2,66,30.79,1974.25,2,34.5521,3,3060,3021,2
0,65,152,50,0,3,1614,0,80,21.64,1075.38,2,24.7195,1,1855,1645,0
0,65,152,54,0,0,1332,1,78,23.37,1130.38,2,26.7971,1,1356,1729,1
0,65,152,58,0,1,1941,2,91,25.1,1185.38,2,28.8747,2,1630,1814,2
0,65,152,62,0,2,1788,0,87,26.84,1240.38,2,30.9522,2,1923,1898,3
0,65,152,66,0,3,1788,1,84,28.57,1295.38,2,33.0298,2,2235,1982,2
0,65,152,70,0,3,2516,2,77,30.3,1350.38,2,35.1073,3,2329,2066,2
0,65,152,74,0,0,1742,0,92,32.03,1405.38,2,37.1849,3,1686,2150,3
0,65,152,78,0,1,1653,1,75,33.76,1460.38,2,39.2625,3,2008,2234,1
0,65,152,82,0,2,2184,2,87,35.49,1515.38,2,41.34,3,2349,2319,2
0,65,152,86,0,3,3142,0,73,37.22,1570.38,2,43.4176,3,2709,2403,0
0,65,152,90,0,0,3158,1,70,38.95,1625.38,2,45.4952,3,1950,2487,0
0,65,152,94,0,1,2340,2,87,40.69,1680.38,2,47.5727,3,2311,2571,2
0,65,152,98,0,2,3255,0,62,42.42,1735.38,2,49.6503,3,2690,2655,0
0,65,152,102,0,3,3922,1,64,44.15,1790.38,2,51.7278,3,3088,2739,0
0,65,158,50,0,0,1691,2,74,20.03,1105.4,2,22.7846,1,1326,1691,2
0,65,158,54,0,1,1562,0,92,21.63,1160.4,2,24.7074,1,1596,1775,0
0,65,158,58,0,2,2148,1,88,23.23,1215.4,2,26.6301,1,1884,1860,1
0,65,158,62,0,3,1885,2,61,24.84,1270.4,2,28.5529,1,2191,1944,2
0,65,158,66,0,0,1541,0,69,26.44,1325.4,2,30.4757,2,1590,2028,0
0,65,158,70,0,1,2598,1,91,28.04,1380.4,2,32.3985,2,1898,2112,2
0,65,158,74,0,2,2225,2,77,29.64,1435.4,2,34.3212,2,2225,2196,2
0,65,158,78,0,3,2031,0,92,31.24,1490.4,2,36.244,3,2571,2280,3
0,65,158,82,0,0,2506,1,95,32.85,1545.4,2,38.1668,3,1854,2364,1
0,65,158,86,0,1,2473,2,76,34.45,1600.4,2,40.0895,3,2201,2449,2
0,65,158,90,0,2,3336,0,71,36.05,1655.4,2,42.0123,3,2566,2533,0
0,65,158,94,0,3,3423,1,87,37.65,1710.4,2,43.9351,3,2950,2617,0
0,65,158,98,0,0,3511,2,73,39.26,1765.4,2,45.8578,3,2118,2701,2
0,65,158,102,0,1,3482,0,64,40.86,1820.4,2,47.7806,3,2503,2785,0
0,65,164,50,0,2,1426,1,78,18.59,1135.42,2,21.0581,1,1760,1737,1
0,65,164,54,0,3,1807,2,64,20.08,1190.42,2,22.8428,1,2053,1821,2
0,65,164,58,0,0,2001,0,60,21.56,1245.42,2,24.6275,1,1495,1905,0
0,65,164,62,0,1,2248,1,77,23.05,1300.42,2,26.4121,1,1788,1990,1
0,65,164,66,0,2,1471,2,91,24.54,1355.42,2,28.1968,1,2101,2074,4
0,65,164,70,0,3,2530,0,64,26.03,1410.42,2,29.9814,2,2433,2158,0
0,65,164,74,0,0,2018,1,71,27.51,1465.42,2,31.7661,2,1759,2242,1
0,65,164,78,0,1,1745,2,86,29.0,1520.42,2,33.5507,2,2091,2326,4
0,65,164,82,0,2,2222,0,64,30.49,1575.42,2,35.3354,3,2442,2410,0
0,65,164,86,0,3,2559,1,72,31.98,1630.42,2,37.12,3,2812,2495,1
0,65,164,90,0,0,1986,2,75,33.46,1685.42,2,38.9047,3,2023,2579,4
0,65,164,94,0,1,2663,0,61,34.95,1740.42,2,40.6893,3,2393,2663,0
0,65,164,98,0,2,3089,1,88,36.44,1795.42,2,42.474,3,2783,2747,0
0,65,164,102,0,3,3352,2,84,37.92,1850.42,2,44.2586,3,3192,2831,2
0,65,170,50,0,0,1623,0,78,17.3,1165.44,2,19.5112,0,1399,1783,1
0,65,170,54,0,1,2259,1,87,18.69,1220.44,2,21.1721,1,1678,1867,1
0,65,170,58,0,2,1404,2,89,20.07,1275.44,2,22.833,1,1977,1951,4
0,65,170,62,0,3,1974,0,86,21.45,1330.44,2,24.4939,1,2295,2036,0
0,65,170,66,0,0,2692,1,85,22.84,1385.44,2,26.1548,1,1663,2120,1
0,65,170,70,0,1,1741,2,85,24.22,1440.44,2,27.8157,1,1981,2204,4
0,65,170,74,0,2,2550,0,64,25.61,1495.44,2,29.4766,2,2318,2288,0
0,65,170,78,0,3,2193,1,92,26.99,1550.44,2,31.1375,2,2675,2372,2
0,65,170,82,0,3,3102,2,63,28.37,1605.44,2,32.7984,2,2769,2456,2
0,65,170,86,0,0,2007,0,90,29.76,1660.44,2,34.4593,2,1993,2540,3
0,65,170,90,0,1,2178,1,60,31.14,1715.44,2,36.1202,3,2359,2625,1
0,65,170,94,0,2,3046,2,61,32.53,1770.44,2,37.7811,3,2744,2709,2
0,65,170,98,0,3,3936,0,84,33.91,1825.44,2,39.442,3,3149,2793,3
0,65,170,102,0,0,2762,1,86,35.29,1880.44,2,41.1029,3,2257,2877,1
0,65,176,50,0,1,1738,2,90,16.14,1195.45,2,18.1198,0,1644,1829,4
0,65,176,54,0,2,1396,0,69,17.43,1250.45,2,19.6694,0,1938,1913,1
0,65,176,58,0,3,2725,1,89,18.72,1305.45,2,21.219,1,2252,1997,1
0,65,176,62,0,0,2643,2,75,20.02,1360.45,2,22.7686,1,1633,2081,2
0,65,176,66,0,1,1819,0,85,21.31,1415.45,2,24.3182,1,1946,2166,0
0,65,176,70,0,2,1915,1,83,22.6,1470.45,2,25.8678,1,2279,2250,1
0,65,176,74,0,3,2395,2,76,23.89,1525.45,2,27.4174,1,2631,2334,2
0,65,176,78,0,0,2732,0,65,25.18,1580.45,2,28.9669,2,1897,2418,0
0,65,176,82,0,1,2777,1,95,26.47,1635.45,2,30.5165,2,2249,2502,2
0,65,176,86,0,2,2149,2,64,27.76,1690.45,2,32.0661,2,2620,2586,4
0,65,176,90,0,3,2559,0,73,29.05,1745.45,2,33.6157,2,3011,2671,0
0,65,176,94,0,0,3140,1,70,30.35,1800.45,2,35.1653,3,2161,2755,0
0,65,176,98,0,1,2810,2,77,31.64,1855.45,2,36.7149,3,2551,2839,2
0,65,176,102,0,2,3553,0,86,32.93,1910.45,2,38.2645,3,2961,2923,3
0,65,182,50,0,3,2685,1,77,15.09,1225.47,2,16.8638,0,2114,1875,1
0,65,182,54,0,0,1548,2,70,16.3,1280.47,2,18.3129,0,1537,1959,2
0,65,182,58,0,1,1716,0,75,17.51,1335.47,2,19.762,0,1836,2043,1
0,65,182,62,0,2,1810,1,78,18.72,1390.47,2,21.2111,1,2155,2127,1
0,65,182,66,0,3,2768,2,86,19.93,1445.47,2,22.6602,1,2493,2212,4
0,65,182,70,0,0,2663,0,84,21.13,1500.47,2,24.1093,1,1801,2296,0
0,65,182,74,0,1,2070,1,68,22.34,1555.47,2,25.5584,1,2139,2380,1
0,65,182,78,0,2,1897,2,75,23.55,1610.47,2,27.0075,1,2496,2464,2
0,65,182,82,0,3,3246,0,91,24.76,1665.47,2,28.4566,1,2873,2548,0
0,65,182,86,0,0,3422,1,65,25.96,1720.47,2,29.9057,2,2065,2632,1
0,65,182,90,0,1,3015,2,62,27.17,1775.47,2,31.3548,2,2441,2716,2
0,65,182,94,0,2,3660,0,94,28.38,1830.47,2,32.8039,2,2837,2801,3
0,65,182,98,0,3,2439,1,88,29.59,1885.47,2,34.253,2,3252,2885,2
0,65,182,102,0,0,3414,2,84,30.79,1940.47,2,35.7021,3,2329,2969,2
0,65,152,50,0,1,1201,0,63,21.64,1075.38,2,24.7195,1,1479,1645,0
0,65,152,54,0,2,2032,1,69,23.37,1130.38,2,26.7971,1,1752,1729,1
0,65,152,58,0,3,2147,2,74,25.1,1185.38,2,28.8747,2,2045,1814,2
0,65,152,62,0,0,2201,0,76,26.84,1240.38,2,30.9522,2,1488,1898,0
0,65,152,66,0,1,1922,1,89,28.57,1295.38,2,33.0298,2,1781,1982,2
0,65,152,70,0,2,1654,2,85,30.3,1350.38,2,35.1073,3,2093,2066,4
0,65,152,74,0,3,2667,0,88,32.03,1405.38,2,37.1849,3,2424,2150,3
0,65,152,78,0,0,2301,1,79,33.76,1460.38,2,39.2625,3,1752,2234,1
0,65,152,82,0,1,2295,2,75,35.49,1515.38,2,41.34,3,2084,2319,2
0,65,152,86,0,2,3043,0,73,37.22,1570.38,2,43.4176,3,2434,2403,0
0,65,152,90,0,3,2916,1,88,38.95,1625.38,2,45.4952,3,2804,2487,1
0,65,152,94,0,3,3333,2,62,40.69,1680.38,2,47.5727,3,2899,2571,2
0,65,152,98,0,0,2921,0,62,42.42,1735.38,2,49.6503,3,2082,2655,0
0,65,152,102,0,1,2274,1,82,44.15,1790.38,2,51.7278,3,2462,2739,1
0,65,158,50,0,2,1234,2,63,20.03,1105.4,2,22.7846,1,1713,1691,2
0,65,158,54,0,3,2102,0,83,21.63,1160.4,2,24.7074,1,2002,1775,0
0,65,158,58,0,0,1562,1,77,23.23,1215.4,2,26.6301,1,1458,1860,1
0,65,158,62,0,1,1536,2,78,24.84,1270.4,2,28.5529,1,1747,1944,2
0,65,158,66,0,2,2424,0,80,26.44,1325.4,2,30.4757,2,2054,2028,3
0,65,158,70,0,3,2453,1,75,28.04,1380.4,2,32.3985,2,2381,2112,1
0,65,158,74,0,0,1537,2,95,29.64,1435.4,2,34.3212,2,1722,2196,4
0,65,158,78,0,1,2235,0,62,31.24,1490.4,2,36.244,3,2049,2280,0
0,65,158,82,0,2,2132,1,63,32.85,1545.4,2,38.1668,3,2395,2364,1
0,65,158,86,0,3,2512,2,75,34.45,1600.4,2,40.0895,3,2761,2449,2
0,65,158,90,0,0,2279,0,72,36.05,1655.4,2,42.0123,3,1986,2533,0
0,65,158,94,0,1,3088,1,81,37.65,1710.4,2,43.9351,3,2352,2617,0
0,65,158,98,0,2,2025,2,79,39.26,1765.4,2,45.8578,3,2736,2701,4
0,65,158,102,0,3,2920,0,82,40.86,1820.4,2,47.7806,3,3140,2785,3
0,65,164,50,0,0,1772,1,63,18.59,1135.42,2,21.0581,1,1363,1737,1
0,65,164,54,0,1,1712,2,61,20.08,1190.42,2,22.8428,1,1637,1821,2
0,65,164,58,0,2,2008,0,80,21.56,1245.42,2,24.6275,1,1930,1905,0
0,65,164,62,0,3,2602,1,82,23.05,1300.42,2,26.4121,1,2243,1990,1
0,65,164,66,0,0,2468,2,84,24.54,1355.42,2,28.1968,1,1627,2074,4
0,65,164,70,0,1,2115,0,64,26.03,1410.42,2,29.9814,2,1939,2158,0
0,65,164,74,0,2,1953,1,86,27.51,1465.42,2,31.7661,2,2271,2242,2
0,65,164,78,0,3,2229,2,79,29.0,1520.42,2,33.5507,2,2623,2326,4
0,65,164,82,0,0,2001,0,88,30.49,1575.42,2,35.3354,3,1891,2410,3
0,65,164,86,0,1,2944,1,70,31.98,1630.42,2,37.12,3,2242,2495,0
0,65,164,90,0,2,2717,2,70,33.46,1685.42,2,38.9047,3,2612,2579,2
0,65,164,94,0,3,2972,0,63,34.95,1740.42,2,40.6893,3,3002,2663,0
0,65,164,98,0,0,2005,1,67,36.44,1795.42,2,42.474,3,2155,2747,1
0,65,164,102,0,1,2973,2,78,37.92,1850.42,2,44.2586,3,2544,2831,2
0,65,170,50,0,2,1481,0,78,17.3,1165.44,2,19.5112,0,1806,1783,1
0,65,170,54,0,3,2505,1,82,18.69,1220.44,2,21.1721,1,2105,1867,1
0,65,170,58,0,0,2517,2,66,20.07,1275.44,2,22.833,1,1531,1951,2
0,65,170,62,0,1,2239,0,63,21.45,1330.44,2,24.4939,1,1829,2036,0
0,65,170,66,0,2,1782,1,81,22.84,1385.44,2,26.1548,1,2147,2120,1
0,65,170,70,0,3,2882,2,95,24.22,1440.44,2,27.8157,1,2485,2204,4
0,65,170,74,0,0,1808,0,71,25.61,1495.44,2,29.4766,2,1795,2288,0
0,65,170,78,0,1,1708,1,77,26.99,1550.44,2,31.1375,2,2132,2372,1
0,65,170,82,0,2,2563,2,95,28.37,1605.44,2,32.7984,2,2488,2456,2
0,65,170,86,0,3,2549,0,69,29.76,1660.44,2,34.4593,2,2864,2540,0
0,65,170,90,0,0,2441,1,85,31.14,1715.44,2,36.1202,3,2059,2625,1
0,65,170,94,0,1,3386,2,63,32.53,1770.44,2,37.7811,3,2434,2709,2
0,65,170,98,0,2,2716,0,66,33.91,1825.44,2,39.442,3,2829,2793,0
0,65,170,102,0,3,3179,1,83,35.29,1880.44,2,41.1029,3,3244,2877,1
0,65,176,50,0,3,2248,2,93,16.14,1195.45,2,18.1198,0,2062,1829,4
0,65,176,54,0,0,1684,0,91,17.43,1250.45,2,19.6694,0,1501,1913,1
0,65,176,58,0,1,1558,1,82,18.72,1305.45,2,21.219,1,1795,1997,1
0,65,176,62,0,2,2678,2,80,20.02,1360.45,2,22.7686,1,2109,2081,4
0,65,176,66,0,3,2588,0,68,21.31,1415.45,2,24.3182,1,2442,2166,0
0,65,176,70,0,0,2362,1,74,22.6,1470.45,2,25.8678,1,1765,2250,1
0,65,176,74,0,1,2311,2,81,23.89,1525.45,2,27.4174,1,2097,2334,4
0,65,176,78,0,2,2768,0,84,25.18,1580.45,2,28.9669,2,2450,2418,3
0,65,176,82,0,3,3498,1,83,26.47,1635.45,2,30.5165,2,2821,2502,2
0,65,176,86,0,0,2069,2,68,27.76,1690.45,2,32.0661,2,2029,2586,4
0,65,176,90,0,1,3365,0,82,29.05,1745.45,2,33.6157,2,2400,2671,3
0,65,176,94,0,2,3293,1,65,30.35,1800.45,2,35.1653,3,2791,2755,0
0,65,176,98,0,3,2432,2,70,31.64,1855.45,2,36.7149,3,3201,2839,4
0,65,176,102,0,0,3274,0,86,32.93,1910.45,2,38.2645,3,2293,2923,3
0,65,182,50,0,1,2062,1,90,15.09,1225.47,2,16.8638,0,1685,1875,1
0,65,182,54,0,2,2243,2,83,16.3,1280.47,2,18.3129,0,1985,1959,4
0,65,182,58,0,3,2258,0,69,17.51,1335.47,2,19.762,0,2304,2043,1
0,65,182,62,0,0,2702,1,80,18.72,1390.47,2,21.2111,1,1669,2127,1
0,65,182,66,0,1,2742,2,75,19.93,1445.47,2,22.6602,1,1988,2212,2
0,65,182,70,0,2,2884,0,84,21.13,1500.47,2,24.1093,1,2326,2296,0
0,65,182,74,0,3,2925,1,61,22.34,1555.47,2,25.5584,1,2683,2380,1
0,65,182,78,0,0,2365,2,79,23.55,1610.47,2,27.0075,1,1933,2464,2
0,65,182,82,0,1,2217,0,75,24.76,1665.47,2,28.4566,1,2290,2548,0
0,65,182,86,0,2,2747,1,81,25.96,1720.47,2,29.9057,2,2667,2632,2
0,65,182,90,0,3,2726,2,68,27.17,1775.47,2,31.3548,2,3063,2716,4
0,65,182,94,0,0,2465,0,68,28.38,1830.47,2,32.8039,2,2197,2801,0
0,65,182,98,0,1,3058,1,81,29.59,1885.47,2,34.253,2,2593,2885,2
0,65,182,102,0,2,3429,2,77,30.79,1940.47,2,35.7021,3,3008,2969,2
0,18,152,50,1,3,1961,0,94,21.64,1392.87,0,17.8783,1,2403,2451,0
0,18,152,54,1,0,2039,1,67,23.37,1447.87,0,20.4926,1,1737,2548,1
0,18,152,58,1,1,3359,2,77,25.1,1502.87,0,23.1069,2,2066,2645,2
0,18,152,62,1,2,2934,0,84,26.84,1557.87,0,25.7211,2,2415,2742,3
0,18,152,66,1,3,3321,1,70,28.57,1612.87,0,28.3354,2,2782,2839,1
0,18,152,70,1,0,2319,2,79,30.3,1667.87,0,30.9497,3,2001,2935,4
0,18,152,74,1,1,2941,0,71,32.03,1722.87,0,33.5639,3,2369,3032,0
0,18,152,78,1,2,2253,1,85,33.76,1777.87,0,36.1782,3,2756,3129,1
0,18,152,82,1,3,2806,2,63,35.49,1832.87,0,38.7925,3,3162,3226,4
0,18,152,86,1,0,3422,0,71,37.22,1887.87,0,41.4067,3,2265,3323,0
0,18,152,90,1,1,3214,1,63,38.95,1942.87,0,44.021,3,2671,3419,1
0,18,152,94,1,2,4255,2,82,40.69,1997.87,0,46.6352,3,3097,3516,2
0,18,152,98,1,3,2746,0,74,42.42,2052.87,0,49.2495,3,3541,3613,0
0,18,152,102,1,0,4192,1,68,44.15,2107.87,0,51.8638,3,2529,3710,0
0,18,158,50,1,1,2579,2,65,20.03,1422.88,0,15.4436,1,1956,2504,2
0,18,158,54,1,2,2913,0,78,21.63,1477.88,0,17.863,1,2291,2601,0
0,18,158,58,1,3,2725,1,73,23.23,1532.88,0,20.2825,1,2644,2698,1
0,18,158,62,1,3,2655,2,73,24.84,1587.88,0,22.702,1,2739,2795,2
0,18,158,66,1,0,3672,0,93,26.44,1642.88,0,25.1215,2,1971,2891,3
0,18,158,70,1,1,2839,1,70,28.04,1697.88,0,27.541,2,2335,2988,1
0,18,158,74,1,2,3270,2,85,29.64,1752.88,0,29.9605,2,2717,3085,2
0,18,158,78,1,3,2450,0,71,31.24,1807.88,0,32.3799,3,3119,3182,0
0,18,158,82,1,0,2852,1,77,32.85,1862.88,0,34.7994,3,2235,3279,1
0,18,158,86,1,1,3949,2,71,34.45,1917.88,0,37.2189,3,2637,3375,2
0,18,158,90,1,2,3611,0,80,36.05,1972.88,0,39.6384,3,3058,3472,3
0,18,158,94,1,3,2677,1,84,37.65,2027.88,0,42.0579,3,3498,3569,1
0,18,158,98,1,0,3373,2,82,39.26,2082.88,0,44.4774,3,2499,3666,2
0,18,158,102,1,1,4365,0,74,40.86,2137.88,0,46.8968,3,2940,3763,0
0,18,164,50,1,2,1969,1,85,18.59,1452.9,0,13.2711,1,2252,2557,1
0,18,164,54,1,3,2150,2,87,20.08,1507.9,0,15.5168,1,2601,2654,4
0,18,164,58,1,0,2311,0,60,21.56,1562.9,0,17.7625,1,1875,2751,0
0,18,164,62,1,1,3303,1,81,23.05,1617.9,0,20.0081,1,2225,2848,1
0,18,164,66,1,2,2179,2,65,24.54,1672.9,0,22.2538,1,2593,2944,2
0,18,164,70,1,3,3345,0,64,26.03,1727.9,0,24.4995,2,2981,3041,0
0,18,164,74,1,0,2448,1,89,27.51,1782.9,0,26.7452,2,2139,3138,2
0,18,164,78,1,1,3105,2,91,29.0,1837.9,0,28.9909,2,2527,3235,2
0,18,164,82,1,2,3565,0,68,30.49,1892.9,0,31.2366,3,2934,3332,0
0,18,164,86,1,3,2777,1,69,31.98,1947.9,0,33.4823,3,3360,3428,1
0,18,164,90,1,0,4301,2,85,33.46,2002.9,0,35.728,3,2403,3525,2
0,18,164,94,1,1,2789,0,76,34.95,2057.9,0,37.9736,3,2830,3622,0
0,18,164,98,1,2,4462,1,61,36.44,2112.9,0,40.2193,3,3275,3719,0
0,18,164,102,1,3,3854,2,66,37.92,2167.9,0,42.465,3,3740,3816,2
0,18,170,50,1,0,3132,0,89,17.3,1482.92,0,11.3246,0,1780,2610,1
0,18,170,54,1,1,3302,1,94,18.69,1537.92,0,13.4145,1,2115,2707,1
0,18,170,58,1,2,2888,2,86,20.07,1592.92,0,15.5045,1,2469,2804,4
0,18,170,62,1,3,2465,0,62,21.45,1647.92,0,17.5945,1,2843,2900,0
0,18,170,66,1,0,3836,1,81,22.84,1702.92,0,19.6844,1,2044,2997,1
0,18,170,70,1,1,3465,2,94,24.22,1757.92,0,21.7744,1,2417,3094,4
0,18,170,74,1,2,2648,0,60,25.61,1812.92,0,23.8644,2,2810,3191,0
0,18,170,78,1,3,3616,1,71,26.99,1867.92,0,25.9543,2,3222,3288,1
0,18,170,82,1,0,4197,2,80,28.37,1922.92,0,28.0443,2,2308,3384,2
0,18,170,86,1,1,2855,0,81,29.76,1977.92,0,30.1343,2,2720,3481,3
0,18,170,90,1,2,2791,1,89,31.14,2032.92,0,32.2242,3,3151,3578,1
0,18,170,94,1,3,3785,2,71,32.53,2087.92,0,34.3142,3,3602,3675,2
0,18,170,98,1,0,4337,0,69,33.91,2142.92,0,36.4042,3,2572,3772,0
0,18,170,102,1,1,4642,1,78,35.29,2197.92,0,38.4941,3,3022,3868,0
0,18,176,50,1,2,2343,2,70,16.14,1512.94,0,9.5737,0,2345,2663,2
0,18,176,54,1,3,2290,0,90,17.43,1567.94,0,11.5236,0,2705,2760,1
0,18,176,58,1,0,2199,1,92,18.72,1622.94,0,13.4735,1,1948,2856,1
0,18,176,62,1,1,2687,2,89,20.02,1677.94,0,15.4234,1,2307,2953,4
0,18,176,66,1,2,2135,0,84,21.31,1732.94,0,17.3733,1,2686,3050,0
0,18,176,70,1,3,3115,1,93,22.6,1787.94,0,19.3232,1,3084,3147,1
0,18,176,74,1,3,2465,2,83,23.89,1842.94,0,21.2731,1,3179,3244,4
0,18,176,78,1,0,4276,0,88,25.18,1897.94,0,23.223,2,2278,3340,3
0,18,176,82,1,1,3712,1,66,26.47,1952.94,0,25.1729,2,2685,3437,1
0,18,176,86,1,2,4205,2,76,27.76,2007.94,0,27.1228,2,3112,3534,2
0,18,176,90,1,3,3449,0,63,29.05,2062.94,0,29.0727,2,3559,3631,0
0,18,176,94,1,0,4846,1,86,30.35,2117.94,0,31.0226,3,2542,3728,0
0,18,176,98,1,1,4016,2,70,31.64,2172.94,0,32.9725,3,2988,3824,2
0,18,176,102,1,2,3411,0,89,32.93,2227.94,0,34.9224,3,3453,3921,3
0,18,182,50,1,3,2797,1,70,15.09,1542.96,0,7.9931,0,2662,2716,1
0,18,182,54,1,0,2925,2,64,16.3,1597.96,0,9.8166,0,1918,2812,2
0,18,182,58,1,1,3113,0,88,17.51,1652.96,0,11.64,0,2273,2909,1
0,18,182,62,1,2,3156,1,62,18.72,1707.96,0,13.4635,1,2647,3006,1
0,18,182,66,1,3,2668,2,91,19.93,1762.96,0,15.2869,1,3041,3103,4
0,18,182,70,1,0,3648,0,86,21.13,1817.96,0,17.1104,1,2182,3200,0
0,18,182,74,1,1,2340,1,93,22.34,1872.96,0,18.9338,1,2575,3296,1
0,18,182,78,1,2,3529,2,93,23.55,1927.96,0,20.7573,1,2988,3393,4
0,18,182,82,1,3,2827,0,65,24.76,1982.96,0,22.5808,1,3421,3490,0
0,18,182,86,1,0,4268,1,68,25.96,2037.96,0,24.4042,2,2446,3587,1
0,18,182,90,1,1,3094,2,86,27.17,2092.96,0,26.2277,2,2878,3684,4
0,18,182,94,1,2,3138,0,72,28.38,2147.96,0,28.0511,2,3329,3780,0
0,18,182,98,1,3,3838,1,84,29.59,2202.96,0,29.8746,2,3800,3877,2
0,18,182,102,1,0,3895,2,82,30.79,2257.96,0,31.698,3,2710,3974,2
0,22,152,50,1,1,2452,0,75,21.64,1365.85,2,14.8295,1,1878,2404,0
0,22,152,54,1,2,2576,1,76,23.37,1420.85,2,16.9071,1,2202,2501,1
0,22,152,58,1,3,2935,2,84,25.1,1475.85,2,18.9847,2,2546,2597,2
0,22,152,62,1,0,3018,0,69,26.84,1530.85,2,21.0622,2,1837,2694,0
0,22,152,66,1,1,2233,1,87,28.57,1585.85,2,23.1398,2,2181,2791,2
0,22,152,70,1,2,3350,2,79,30.3,1640.85,2,25.2173,3,2543,2888,2
